State,Annual average
FL,146350
FL,448550
NJ,515975
MI,210891.67
MN,337616.67
CA,475741.67
PA,442700
NY,460150
KS,74108.33
CA,516158.33
CT,196650
NC,124975
UT,347825
PA,306191.67
OH,123458.33
MI,176741.67
AZ,379491.67
TN,100891.67
SC,109158.33
OH,137758.33
TN,103250
CA,1164958.33
KY,241791.67
NY,555825
PA,167558.33
MI,319150
WA,158708.33
TX,167533.33
NY,57083.33
TX,208466.67
IL,258233.33
CA,330066.67
UT,389316.67
OH,172050
MI,165658.33
WY,266708.33
NC,272500
UT,567175
TN,639266.67
VA,301108.33
CT,274441.67
NY,334083.33
KS,84441.67
ND,159291.67
FL,168608.33
OH,68500
MI,293758.33
AL,133083.33
OH,135975
IL,335050
CA,549150
NC,399216.67
SC,111258.33
MI,105916.67
RI,475783.33
GA,190358.33
OH,78925
TN,82633.33
NC,39900
OK,71225
FL,658291.67
NH,405208.33
NJ,329091.67
OR,342333.33
TX,164083.33
FL,296150
MO,139908.33
OK,79991.67
GA,92583.33
IN,59533.33
KY,191700
IN,149608.33
AR,165341.67
GA,146175
OH,74491.67
MD,325091.67
NY,504066.67
AL,77691.67
RI,231566.67
NY,683883.33
IL,176225
FL,262683.33
NJ,342808.33
AZ,422875
MN,211191.67
MS,95958.33
TX,170341.67
CA,4606208.33
NC,228833.33
MI,261025
MA,527250
PA,116391.67
IN,157466.67
SC,531550
FL,235366.67
TN,112058.33
RI,369800
IA,55483.33
PA,204958.33
ID,279000
PA,243875
VA,171016.67
MN,205650
NJ,281083.33
MN,250183.33
CT,428033.33
NJ,266575
DC,1000350
AL,129716.67
LA,170225
CA,318466.67
MA,1678716.67
OR,179350
SC,232483.33
KY,260608.33
NC,56675
TX,188191.67
MN,341991.67
VA,331908.33
NE,184250
MD,165408.33
TX,189050
SC,112416.67
PA,349075
PA,452541.67
WV,102816.67
CA,808975
NY,300983.33
ID,335483.33
KY,441191.67
CA,529050
MT,380416.67
AZ,398300
FL,171725
MA,310525
NY,95291.67
MA,425958.33
FL,198741.67
PA,404475
PA,263566.67
MA,501541.67
MS,104091.67
OK,161375
NY,372666.67
KY,287066.67
TX,90666.67
FL,222216.67
IL,179925
NC,251608.33
OH,258883.33
MI,209975
TX,75958.33
UT,405308.33
OK,169900
CA,1780458.33
OH,95333.33
IL,81291.67
KY,73508.33
WA,424916.67
NC,144625
KY,89941.67
TN,94241.67
MI,91966.67
RI,395775
WI,267125
CA,426566.67
FL,215650
MN,351075
NJ,154241.67
FL,406091.67
CA,1856891.67
MS,81225
WA,462016.67
MA,788158.33
OH,164691.67
WV,240033.33
VA,320358.33
MN,228658.33
LA,193591.67
CO,328991.67
MI,79716.67
VA,93316.67
WI,366916.67
OR,327991.67
PA,79366.67
FL,260683.33
MN,506666.67
TX,169575
OK,98258.33
UT,290758.33
CA,1350383.33
NY,180191.67
WI,110716.67
NY,760633.33
FL,138425
OH,119950
MD,229041.67
OR,235941.67
CT,318041.67
WI,297500
MI,129975
MN,378308.33
NY,913583.33
FL,234525
NM,404850
PA,107975
OH,55250
NY,461175
NC,304283.33
FL,112233.33
CA,4220150
NY,731266.67
CA,387633.33
CA,630400
NJ,239533.33
MD,226050
ID,158283.33
CA,373250
NJ,203875
NY,309583.33
FL,315241.67
NY,426608.33
GA,242725
TX,441225
SD,245816.67
AL,161716.67
TX,101366.67
FL,179200
WA,378625
TN,165700
TX,122283.33
NV,238191.67
IN,137091.67
NE,162225
DE,189466.67
TX,210583.33
MI,120883.33
FL,215516.67
MS,85108.33
NY,501500
PA,366708.33
PA,277183.33
CA,369175
MA,224875
WI,287700
KS,491208.33
TX,267091.67
NY,145725
IL,148366.67
MA,569775
CT,193375
FL,230750
MD,401008.33
LA,79166.67
KY,128750
FL,156825
NC,151133.33
TX,113866.67
WI,302908.33
IL,94833.33
MN,341200
OH,75966.67
SD,240958.33
OR,534216.67
FL,835575
FL,221566.67
ME,178733.33
NY,483983.33
IL,238083.33
CA,1678516.67
OH,163083.33
NE,110391.67
CA,568758.33
KY,120525
IA,208175
CA,395541.67
SC,128908.33
NC,130225
OH,135350
AZ,1622908.33
MS,157858.33
MA,334316.67
FL,826808.33
TN,186875
NY,486750
MO,181408.33
RI,274508.33
KY,121725
NC,332075
CT,1371558.33
OK,34775
TX,113716.67
WV,76641.67
MO,154566.67
PA,183791.67
MN,549741.67
NE,184333.33
IL,231675
MA,562200
FL,399300
TX,122683.33
NY,73125
OK,51625
PA,172625
OK,232825
CA,1665375
OK,151583.33
GA,327150
WA,453300
IL,165825
AL,127625
CA,456716.67
OK,103608.33
NY,515475
TX,67675
PA,47216.67
FL,273825
MA,215091.67
KS,241375
MA,390233.33
WA,186625
MO,282775
WI,147066.67
NV,321625
PA,64975
WI,168883.33
ME,254933.33
FL,195425
MI,206425
PA,90941.67
IN,123658.33
KS,112316.67
UT,445483.33
AL,245758.33
IL,189866.67
IL,1075983.33
MA,971758.33
TX,178733.33
FL,258075
NY,139958.33
WA,747458.33
WI,228016.67
NY,80958.33
CA,379141.67
WI,270233.33
IL,238066.67
MS,129241.67
IL,110591.67
MA,230233.33
NJ,253800
FL,194266.67
FL,158875
PA,301675
GA,101200
NJ,266983.33
CA,833383.33
WA,254158.33
TN,205050
NJ,348850
NY,1510033.33
FL,503333.33
FL,292683.33
PA,505525
FL,174616.67
TX,148700
KY,159816.67
WI,157191.67
FL,208150
NJ,240983.33
NY,274966.67
AL,142750
UT,225050
OH,121958.33
VA,277708.33
NY,153808.33
IL,234891.67
FL,221425
MI,128733.33
NC,192533.33
MO,152733.33
AR,156200
MT,356358.33
TX,195658.33
GA,98133.33
AR,94250
MA,376600
IL,233558.33
IN,129800
CT,1398775
MA,207283.33
PA,129516.67
CA,561275
MA,337333.33
WA,146316.67
VA,209216.67
OH,137016.67
TX,252200
TN,255308.33
FL,1120466.67
TX,82383.33
CT,356850
LA,142875
CA,729591.67
AL,154750
MI,147266.67
TN,229000
IL,255166.67
WY,228908.33
NJ,259433.33
NJ,294016.67
CA,1542225
NC,160008.33
NC,134666.67
CA,1404641.67
VA,140566.67
TX,115908.33
TN,123200
IA,271166.67
NJ,654425
NC,273475
NY,346100
PA,174091.67
OH,78275
NJ,355766.67
LA,120975
IN,97783.33
TX,42875
NY,595183.33
IL,340033.33
CT,135458.33
AK,207775
IL,178458.33
VA,236008.33
TX,99250
TX,221150
VA,202725
TX,182383.33
AZ,893016.67
PA,136508.33
MI,235325
PA,141633.33
TX,60558.33
TX,149933.33
UT,270966.67
ND,173400
OK,63725
MA,959025
VA,141600
WI,208716.67
NY,514208.33
MD,622175
NJ,398616.67
TN,239758.33
TN,96425
TX,257275
CO,497433.33
LA,91775
IN,88241.67
MI,403616.67
PA,63225
PA,227483.33
FL,253683.33
MN,228225
MO,741500
WA,527900
OK,168316.67
PA,69900
CA,1357658.33
NC,133266.67
PA,168800
OH,169791.67
NY,120316.67
OH,247341.67
TX,149100
TX,218633.33
MO,78950
MA,511450
LA,111425
CO,723808.33
CA,362225
TX,125966.67
AZ,289600
VT,196508.33
NY,606100
NY,246891.67
NJ,271891.67
GA,160975
CA,924816.67
PA,83933.33
WI,262491.67
IL,185708.33
CA,570866.67
PA,135466.67
VT,167566.67
WI,92700
KS,231200
NJ,368808.33
MA,342133.33
MA,367791.67
FL,820575
TX,326516.67
OH,60483.33
NY,477816.67
TX,406066.67
FL,114016.67
NY,498225
WI,167183.33
NJ,646566.67
AL,71508.33
TN,474091.67
MI,150075
SC,77008.33
TX,103000
MI,145733.33
NJ,223216.67
WV,74133.33
FL,383908.33
OH,94083.33
IN,92616.67
WI,192875
MO,270333.33
HI,511641.67
MA,1009758.33
WA,251283.33
NC,117333.33
IA,128741.67
MI,179550
MI,355625
VA,247758.33
MI,207183.33
MO,85341.67
NY,154575
SC,137691.67
PA,89341.67
MS,164133.33
TX,163833.33
AL,180733.33
AL,140716.67
TN,139750
NY,164358.33
WA,355466.67
AL,175391.67
ID,182208.33
WI,218275
MO,162108.33
CO,266266.67
KY,223941.67
VT,212966.67
TX,189866.67
MA,442158.33
KY,176658.33
NC,185525
MN,605641.67
UT,350791.67
CA,614675
CT,237850
IN,192683.33
MT,197491.67
CA,549675
CO,454700
FL,122050
TX,633841.67
CA,488266.67
MA,375500
MA,135075
IN,107675
FL,113166.67
IL,84141.67
VA,258150
NY,68050
TX,381733.33
UT,230333.33
RI,337800
SC,106708.33
IL,384058.33
OH,84458.33
OH,357491.67
MA,240816.67
FL,522408.33
MI,184283.33
MO,192825
WY,219158.33
PA,197533.33
MI,323808.33
OH,301541.67
SC,162933.33
NJ,495500
IL,247116.67
IL,248450
NY,148433.33
NY,264066.67
UT,395191.67
TX,109975
PA,55575
NJ,401566.67
NC,318491.67
MA,201283.33
WI,143016.67
KY,171916.67
MN,156900
CA,673733.33
NC,122483.33
GA,79375
MI,217650
NH,307383.33
PA,241808.33
IL,124508.33
TN,584066.67
TX,176341.67
PA,150183.33
CA,692808.33
MA,285883.33
TX,203975
PA,113433.33
OK,158091.67
IN,198225
OH,122325
MS,115008.33
PA,149500
MN,301791.67
WA,170716.67
AR,178225
FL,226275
MO,136733.33
CA,333958.33
CT,220125
PA,76916.67
OK,37200
MD,379708.33
CA,938575
MA,1340166.67
PA,109841.67
TX,127341.67
AK,498925
IA,285108.33
IN,165425
OR,984158.33
MS,96708.33
UT,327050
IN,153550
CA,401350
TX,89641.67
AR,145000
PA,84466.67
NJ,856300
AL,132616.67
MN,181883.33
CT,224866.67
TX,254566.67
OK,49300
PA,116241.67
NY,496741.67
NV,276050
NC,214383.33
AL,207191.67
AL,98541.67
NY,267608.33
CA,568050
WA,406158.33
TN,78908.33
OR,266383.33
MI,110108.33
GA,40491.67
MI,346666.67
MI,62150
PA,32625
MD,358141.67
DE,213358.33
TN,160958.33
TX,239025
CO,171858.33
PA,39675
FL,219441.67
NE,212191.67
NJ,839225
TX,304816.67
CA,1788916.67
DC,1021933.33
OK,45516.67
IN,84441.67
PA,116316.67
NJ,450250
MS,159250
MI,94358.33
MO,184075
IN,128358.33
NM,135725
CA,596141.67
AR,155550
NY,165358.33
MI,143775
AR,96200
OH,192175
AK,338191.67
VT,149841.67
MO,91958.33
MI,384000
TX,150883.33
TN,129275
CT,233491.67
NC,131791.67
WI,244750
RI,233225
AL,335033.33
TX,145350
NY,365533.33
TN,135316.67
MA,1295316.67
LA,75241.67
CA,237075
CA,2202275
GA,85216.67
ID,230733.33
OH,133425
VA,798266.67
OH,104725
AZ,311608.33
DE,230841.67
PA,61116.67
PA,238575
MD,243200
TX,132616.67
CA,250666.67
GA,388200
MS,166558.33
IN,127083.33
WA,279166.67
OH,256141.67
OK,151500
AZ,187008.33
PA,140866.67
MO,169575
NJ,668791.67
AL,183000
CA,2968866.67
PA,274533.33
CA,623600
PA,367191.67
LA,124333.33
MN,154625
AR,92566.67
PA,153691.67
VA,122066.67
NM,151358.33
NJ,194550
NJ,413608.33
UT,315016.67
OH,168083.33
FL,387758.33
NJ,567733.33
WI,136075
MI,158800
CA,838300
MA,269508.33
NM,507025
HI,694358.33
TN,76241.67
MI,118575
FL,2777250
TX,88783.33
NJ,424333.33
PA,117275
ID,216508.33
TX,181741.67
CA,853575
NJ,467416.67
FL,125708.33
MI,336675
CT,249691.67
CO,351033.33
PA,178100
TN,256091.67
AR,143591.67
NY,290850
FL,93850
TX,131150
NJ,273275
GA,136108.33
TX,92150
TX,96016.67
CA,2110100
NJ,888416.67
VA,800283.33
TN,134825
CA,1651600
MS,114800
MN,298333.33
MI,228883.33
IA,202841.67
KS,84150
NJ,378866.67
FL,254158.33
WI,85158.33
MI,486925
TX,455975
CA,875291.67
SC,135958.33
TX,200750
PA,138791.67
MO,227983.33
CO,659450
CO,255116.67
TN,66025
LA,194158.33
PA,175733.33
IA,114891.67
MA,232866.67
FL,228008.33
TX,145908.33
NY,66225
NC,269858.33
HI,1372533.33
OH,73650
SC,431116.67
SC,171483.33
GA,92091.67
NV,274341.67
NY,1159516.67
TX,170750
KS,142866.67
SC,130225
PA,515850
FL,81066.67
VA,825408.33
OH,111233.33
FL,250208.33
NC,264308.33
MA,289683.33
PA,71358.33
PA,280108.33
NY,433383.33
NY,168933.33
GA,193783.33
NY,276483.33
TX,156783.33
CA,364016.67
TX,85433.33
VA,568916.67
VA,82108.33
TX,115633.33
CA,178991.67
IL,292141.67
MD,320733.33
CA,476441.67
NY,739266.67
NY,127341.67
AZ,184300
NJ,298933.33
MA,398725
WA,271916.67
WI,127125
OK,106375
OR,212633.33
SC,269050
CO,184650
CA,393441.67
CA,445216.67
MI,122616.67
IL,238766.67
TX,96250
MD,416441.67
CA,682991.67
KS,101158.33
AL,128975
MD,149116.67
LA,245841.67
CA,172166.67
MA,1015833.33
NH,274275
NY,275550
MS,150408.33
VA,209825
CA,583000
FL,194050
MS,123766.67
MO,594200
NH,223683.33
FL,118541.67
OH,98516.67
MN,203516.67
IL,119275
TN,306433.33
OR,301958.33
NC,149250
CO,347500
MT,261933.33
CA,171900
MA,381883.33
CA,503983.33
NE,256933.33
DE,433325
FL,109458.33
IL,86141.67
FL,516283.33
ME,273341.67
MS,161491.67
CO,265750
NV,316525
TN,313375
NJ,337891.67
MO,546633.33
NC,139883.33
SC,135758.33
MA,256350
OH,119041.67
VA,144541.67
PA,197133.33
TN,91033.33
VA,184391.67
OH,129591.67
CA,603050
NY,130950
SC,145175
IL,262883.33
AL,129741.67
MS,97950
MN,158641.67
GA,83441.67
NV,444258.33
NE,144691.67
AL,212875
FL,265958.33
AL,143800
MA,326175
NJ,346625
PA,83375
CT,201333.33
MO,63125
NC,212233.33
NC,234258.33
IN,109075
IL,152533.33
MA,397525
PA,180258.33
AL,99808.33
WI,142600
CA,3235775
CA,1063183.33
CA,410066.67
PA,57708.33
CA,933850
OR,330966.67
MS,88591.67
IL,352316.67
TX,456525
OR,304083.33
NY,768016.67
OH,25033.33
IN,77841.67
MN,289208.33
OR,148091.67
FL,231116.67
MI,84233.33
MN,362191.67
LA,259991.67
PA,158125
IL,165058.33
AZ,312700
HI,630283.33
MN,160375
MO,132558.33
NY,1726175
MN,190700
WV,170025
AL,148900
WV,169533.33
PA,114683.33
OH,144708.33
FL,112250
WA,412208.33
PA,257091.67
GA,116733.33
PA,127900
OH,87333.33
AZ,203491.67
MD,101683.33
HI,475541.67
MI,205825
CT,735958.33
RI,413825
TX,157333.33
MA,329541.67
MI,290266.67
TX,430225
AZ,372516.67
MD,1004258.33
NY,385808.33
TN,161775
NY,60900
FL,538750
MN,351516.67
NM,314058.33
CA,608966.67
CA,1308008.33
CA,268233.33
AL,184016.67
MA,276691.67
AL,549091.67
MA,555175
PA,78141.67
AL,128566.67
MT,210591.67
CA,1261550
GA,120366.67
NY,57341.67
IL,432700
NY,238266.67
ID,285733.33
TX,138816.67
TX,775416.67
TX,452091.67
PA,177033.33
NJ,657975
IL,194375
TX,148408.33
ID,169675
MD,283108.33
FL,329058.33
RI,168858.33
NY,413608.33
TX,174441.67
IN,111525
MS,90033.33
NJ,330391.67
FL,360641.67
MT,332608.33
FL,114991.67
AR,95775
NJ,123483.33
CO,350241.67
CA,651808.33
OH,76166.67
IN,114050
AR,133658.33
SD,196500
GA,156083.33
LA,142550
GA,84775
NY,514758.33
PA,241066.67
SC,119483.33
TX,477458.33
VA,386216.67
TX,168466.67
OH,153341.67
NE,107658.33
LA,169500
CO,204808.33
NY,146150
OH,106733.33
MA,285666.67
MI,134633.33
FL,379258.33
TX,160966.67
WI,285266.67
NY,697133.33
MO,188333.33
OK,83558.33
TX,130341.67
DE,341766.67
NC,81016.67
MO,105041.67
MI,156991.67
TX,116041.67
CA,1394058.33
CA,1932933.33
CO,502475
NY,492075
CA,410091.67
WI,201808.33
TN,106525
AK,309175
FL,229925
AK,248425
OH,250608.33
OK,97233.33
NY,1698850
GA,392083.33
NC,252675
NY,289525
PA,260025
MO,116291.67
TN,147033.33
IL,153925
NC,163700
KY,167191.67
TX,82066.67
CA,554258.33
MA,622391.67
TX,103275
HI,187908.33
MN,256525
NJ,430725
KY,211683.33
KS,51991.67
MO,123516.67
TX,66575
MO,127866.67
TX,218708.33
SC,132000
TN,112508.33
PA,360250
AZ,181758.33
MO,252733.33
CO,422275
SC,128208.33
IL,963875
NM,714308.33
FL,152516.67
NC,204191.67
OR,317808.33
WI,237158.33
IL,286283.33
NJ,407383.33
WA,586091.67
MA,387516.67
VA,79700
IN,191491.67
TX,122841.67
TX,137008.33
MD,384675
MI,148200
OH,151600
PA,154116.67
TX,415000
SC,190375
SC,203416.67
AZ,218883.33
FL,375366.67
PA,171425
IN,178983.33
CA,1636433.33
CA,560075
NY,366141.67
TX,171983.33
VA,299583.33
MI,151758.33
AL,255591.67
IL,83466.67
NM,273025
AL,184175
IL,56483.33
FL,110400
MI,159691.67
OH,226966.67
HI,623600
OK,125600
VA,254391.67
FL,217425
MA,728475
NJ,378250
GA,231141.67
GA,69375
MA,544208.33
FL,380616.67
PA,72633.33
VA,1046325
WA,204358.33
FL,202958.33
MI,143208.33
PA,124150
FL,216333.33
WA,309341.67
IN,114008.33
CT,275858.33
OH,127800
TX,201116.67
NY,399858.33
OH,64425
FL,376108.33
VA,85483.33
TX,794666.67
NY,290716.67
CO,316816.67
CA,1068775
NJ,554475
TX,93400
WI,183575
TX,122925
GA,171483.33
MI,109066.67
OR,238166.67
NC,227966.67
KS,117166.67
FL,79808.33
OH,141958.33
AZ,547375
IN,160225
MN,204908.33
NE,110308.33
NJ,322708.33
NY,597866.67
PA,254075
TX,120800
MA,275008.33
TN,418758.33
TX,301891.67
IL,183150
OH,163383.33
NH,127225
PA,219041.67
MI,208175
FL,816975
KS,80516.67
VA,434275
WA,303008.33
ME,271200
AL,106375
NJ,347858.33
KS,247575
VA,774766.67
FL,374941.67
FL,224941.67
TN,222758.33
TX,280200
MA,282975
NC,187933.33
GA,136066.67
TN,70633.33
FL,74666.67
IA,161458.33
TX,240166.67
TX,182766.67
CA,638575
PA,631800
NJ,276891.67
IL,169341.67
MI,110000
CA,561183.33
IL,122858.33
TX,208658.33
NJ,193600
CA,266250
TX,117300
TX,419466.67
CA,763483.33
IA,78641.67
DE,294216.67
DC,740450
SC,169200
MO,101250
NC,195933.33
CA,206400
PA,39025
CA,226983.33
IN,104683.33
OR,361608.33
KY,34391.67
CA,225733.33
TX,369500
CO,379258.33
GA,330983.33
MO,171958.33
WA,179883.33
NE,235858.33
SC,162666.67
WI,140358.33
GA,159900
GA,174733.33
GA,120625
TN,110750
NJ,428441.67
FL,207808.33
MT,164066.67
TX,196933.33
ME,350275
VA,247208.33
FL,100158.33
NJ,354741.67
PA,265391.67
NC,208808.33
CA,302791.67
KY,109608.33
VA,320550
MN,141808.33
OK,137358.33
PA,187775
MA,546500
OK,91608.33
TX,198841.67
VA,135166.67
SC,90541.67
ME,349533.33
TX,147575
PA,80275
FL,826166.67
MN,562900
CA,165358.33
AL,125591.67
TX,363483.33
CA,1266100
MI,182341.67
PA,132875
NJ,169850
CT,376983.33
AZ,146916.67
CA,601733.33
CA,181325
MI,328008.33
CA,775483.33
MI,114833.33
SC,216383.33
FL,169291.67
MI,420458.33
PA,196458.33
MD,476116.67
MI,239733.33
IA,99916.67
CA,398400
CA,550300
TX,106608.33
TN,139808.33
MO,192008.33
NY,91141.67
LA,179525
NC,139433.33
FL,415933.33
AL,101050
MA,347516.67
PA,202891.67
NC,233483.33
VA,491033.33
SC,110991.67
WI,227100
FL,548241.67
GA,184175
TX,62833.33
NY,460483.33
CA,2755625
FL,187791.67
PA,353991.67
IN,292325
GA,136458.33
WA,360691.67
NH,287316.67
OH,417616.67
AR,131775
TN,103783.33
MS,137608.33
PA,255850
MD,279608.33
CA,263375
CA,690733.33
OH,170266.67
NJ,348941.67
NY,445283.33
PA,194766.67
NY,299466.67
NY,122475
CA,299658.33
OR,305608.33
PA,172350
PA,150683.33
CA,1421525
LA,253191.67
TX,93441.67
OR,190383.33
MA,726616.67
FL,195091.67
MO,165741.67
CA,1351775
NJ,709950
PA,340883.33
IA,157691.67
AR,124916.67
TX,153891.67
AL,133891.67
MI,254866.67
MO,293291.67
WI,264525
MA,317250
TX,71225
MA,226175
OK,150583.33
MD,494683.33
FL,196100
CA,1820850
NJ,217016.67
VA,373125
IL,187816.67
TX,202216.67
MD,545716.67
FL,255016.67
MO,294241.67
MN,228941.67
PA,117616.67
AL,166283.33
MD,269541.67
OR,279616.67
WA,309800
NJ,435775
NY,1655158.33
TX,362616.67
IL,199875
CA,150658.33
NY,134333.33
TX,60483.33
GA,142641.67
WI,356933.33
MN,275175
KY,199058.33
SC,126441.67
AL,149141.67
WA,381450
FL,255233.33
CA,1507491.67
NE,124441.67
WI,157366.67
CT,259091.67
IL,100591.67
IL,176475
NY,125525
IL,117325
GA,72216.67
MA,173108.33
NY,141433.33
MA,337775
CT,281841.67
NC,130500
CO,173000
PA,230983.33
NC,158350
GA,245458.33
NM,203408.33
OH,379291.67
CA,1363233.33
SC,106916.67
MS,87500
SC,59941.67
IL,177675
AR,134516.67
CA,709241.67
FL,106933.33
KS,322325
OR,390816.67
MA,444908.33
VA,180291.67
TN,131883.33
TX,209583.33
CO,105258.33
CA,224091.67
WV,124683.33
MO,121683.33
CO,495433.33
NY,474483.33
OH,209900
OK,50575
DE,305491.67
KS,183941.67
OR,241641.67
VA,127100
MI,310891.67
TX,189483.33
NY,954316.67
LA,237300
IL,69283.33
NE,86450
IN,177658.33
CA,923975
FL,162641.67
TN,92683.33
FL,213533.33
NJ,639375
NY,94016.67
IL,271691.67
TN,398883.33
OH,92883.33
LA,131716.67
TX,153691.67
SC,356141.67
NJ,230991.67
IL,71550
CA,935308.33
MA,456908.33
AL,136433.33
WI,85041.67
LA,64791.67
NC,76050
WI,178058.33
NJ,711400
MN,113483.33
NC,107933.33
PA,130008.33
WV,116400
KY,145408.33
KS,290458.33
CA,1463250
MA,162791.67
OR,280908.33
OH,68325
WV,110625
AZ,691800
NJ,492125
OH,278558.33
CA,108425
MI,192266.67
MI,237025
TX,472900
WA,260358.33
MI,448791.67
MA,289458.33
TX,201991.67
TX,76516.67
SC,44900
VA,623983.33
CA,234066.67
IA,195716.67
OH,221208.33
MN,173500
MA,353291.67
CT,321258.33
NY,452383.33
NY,467500
MO,340316.67
CO,420783.33
GA,261175
WI,198683.33
VA,159191.67
NC,102058.33
MO,79541.67
TN,207991.67
VT,246558.33
SC,274500
MI,132866.67
NY,108266.67
TN,338625
IN,152341.67
PA,115616.67
NY,61741.67
VA,72416.67
MA,364900
CA,309391.67
MN,188250
TX,366300
AR,189541.67
AZ,277008.33
NY,207733.33
KY,123616.67
NY,287975
TX,112458.33
NY,438883.33
MD,341341.67
AL,131758.33
MA,554575
ID,219375
NY,191816.67
NY,603683.33
TX,75825
UT,356675
PA,201441.67
MD,209808.33
TN,76325
NY,148533.33
MI,158358.33
CA,1666075
PA,145766.67
OK,80516.67
AZ,317175
NH,295758.33
MA,267633.33
KS,151108.33
TN,132091.67
NC,248433.33
NJ,747966.67
OH,176541.67
FL,248200
OK,122108.33
IL,247575
AL,142433.33
MI,271425
KS,131950
PA,266941.67
MA,337608.33
NC,294075
MA,285150
TX,116533.33
WA,242525
TN,133508.33
PA,113133.33
VA,323775
WV,126358.33
AR,162425
CA,264016.67
IN,120858.33
TX,402166.67
PA,593900
NJ,599041.67
MA,626800
PA,321025
IA,330491.67
NJ,621350
IN,137291.67
FL,278658.33
MT,171383.33
NY,64991.67
SC,128875
CA,671050
PA,199508.33
CA,199275
IL,591983.33
PA,278708.33
OR,327058.33
MO,247225
VT,247425
FL,117283.33
FL,168650
PA,119383.33
TX,129016.67
VA,527325
AZ,130641.67
MA,698116.67
VA,134175
FL,216025
IN,106833.33
NY,80658.33
MI,111833.33
NY,599475
FL,196808.33
IA,250433.33
OK,33858.33
MI,500816.67
PA,240300
NM,236108.33
FL,294408.33
NM,163525
AZ,133983.33
PA,155950
FL,72875
TX,290466.67
CA,173800
MN,357716.67
CA,646833.33
NJ,259183.33
VA,666525
VA,179266.67
WA,169383.33
CO,188091.67
CA,281658.33
WA,707216.67
IL,339558.33
MO,239425
TX,122683.33
CT,250791.67
NY,212125
LA,145808.33
NJ,206608.33
FL,246533.33
GA,182066.67
NH,442775
CO,268708.33
NJ,307575
OR,957966.67
KS,47541.67
FL,421825
AK,233833.33
OH,215841.67
MA,313466.67
PA,289383.33
IL,239058.33
PA,234808.33
MD,334633.33
KS,60475
CA,233525
WA,347100
MD,338133.33
FL,203091.67
MN,190225
MO,172516.67
PA,129100
AL,95616.67
MD,420641.67
AR,278941.67
MA,1009083.33
NY,226041.67
FL,132200
TN,197941.67
NY,414866.67
IN,106891.67
NM,195733.33
NY,117166.67
OH,277633.33
IL,197383.33
MA,451350
CT,359608.33
TN,212991.67
KS,76408.33
NV,328616.67
PA,136150
SC,266016.67
MO,89725
TX,158691.67
KS,119400
TN,106591.67
MI,166825
AK,305450
ME,201250
TN,153475
WA,620616.67
IL,340225
KS,238800
MA,432141.67
CT,112650
FL,164658.33
TN,85875
NJ,138066.67
NV,420783.33
WI,166958.33
NY,47850
LA,85775
PA,98291.67
FL,122733.33
FL,370016.67
NY,202558.33
MS,136025
IN,168333.33
MO,170933.33
WA,326825
MA,427933.33
TX,51850
CA,365716.67
DE,335975
NY,387475
MI,202766.67
NJ,142241.67
VA,252075
GA,124033.33
WV,200508.33
AR,116550
NC,180041.67
TX,367441.67
OH,110066.67
FL,194508.33
MI,180500
NC,140141.67
CA,532050
IA,194916.67
NE,232391.67
NV,385100
CA,4133308.33
TX,159475
AZ,240975
NJ,959158.33
NC,111941.67
GA,191725
CA,593300
WA,303491.67
OK,106725
CT,358991.67
PA,183700
TX,322750
MA,632591.67
OH,87300
CA,221133.33
IN,175300
NJ,154275
OH,166741.67
LA,114016.67
TX,92575
IA,196366.67
PA,144241.67
WA,354050
NJ,178466.67
CA,2959825
OH,122983.33
FL,150566.67
MS,162458.33
TX,169616.67
CO,603675
MS,168641.67
MI,86033.33
TX,220916.67
MS,78641.67
MO,92325
VA,784566.67
NC,100333.33
KY,208583.33
OH,153900
FL,208350
OR,332091.67
DE,216891.67
MA,402766.67
TN,165458.33
CO,310333.33
CO,824691.67
AZ,135658.33
OR,290633.33
TX,125383.33
NJ,380541.67
NC,207350
FL,156333.33
AL,67766.67
WV,232491.67
MN,294175
CA,296491.67
NJ,271075
FL,348633.33
IA,148250
NY,231583.33
IL,157391.67
OH,129916.67
OH,147016.67
OH,98050
CA,1427216.67
FL,92791.67
OH,145900
PA,112425
FL,122766.67
MN,230975
GA,194566.67
VA,155441.67
MS,108966.67
KS,122000
MA,689633.33
PA,288066.67
NC,208983.33
IL,91866.67
CA,1744366.67
CA,619150
MI,170341.67
CT,190841.67
OH,107983.33
CA,491125
CA,314166.67
NJ,273175
KY,62358.33
CO,387683.33
NJ,293291.67
NH,217525
TX,146683.33
PA,133366.67
IL,198066.67
MO,94208.33
WY,226800
TX,281266.67
PA,187541.67
MN,209525
IL,130233.33
KS,158400
LA,76391.67
NC,136191.67
NY,330133.33
NY,112025
PA,167225
TX,91725
CA,774791.67
NY,535091.67
IN,88633.33
OK,129675
TX,117475
TN,148208.33
TX,216858.33
MA,736391.67
IN,203116.67
NJ,359908.33
NY,100116.67
PA,179083.33
IL,223550
IL,234083.33
CA,302475
OR,360633.33
PA,101391.67
NC,129258.33
TN,85575
TX,121633.33
NY,74891.67
OH,134208.33
MI,120258.33
CA,163891.67
IN,315691.67
MT,147058.33
MA,631875
PA,178058.33
CA,608891.67
CA,276116.67
NY,110458.33
FL,321700
MO,57750
SC,131750
ME,141716.67
MD,419958.33
MN,323800
PA,79475
NH,281991.67
OH,154016.67
NY,93266.67
MO,209641.67
NY,111816.67
